,PlayKey,time,event,x,y,dir,dis,o,s,PlayerKey,GameKey,PlayKeyID,dist_x,dist_y,true_dist,turn,turn_agg,true_speed,dir_o_diff,45_turn,180_turn,cumsum_45,cumsum_180
5255,26624-1-19,9.7,huddle_start_offense,24.31,22.66,319.14,0.01,244.52,0.17,26624,1,19,-0.010000000000001563,0.010000000000001563,0.014142135623733162,1.5500000000000114,5.560000000000002,0.0014579521261580582,74.61999999999998,0,0,94,45
5256,26624-1-19,9.8,huddle_start_offense,24.31,22.67,319.76,0.01,245.0,0.17,26624,1,19,0.0,0.010000000000001563,0.010000000000001563,0.6200000000000045,6.430000000000007,0.0010204081632654656,74.75999999999999,0,0,94,45
5257,26624-1-19,9.9,huddle_start_offense,24.29,22.67,319.12,0.01,245.47,0.17,26624,1,19,-0.019999999999999574,0.0,0.019999999999999574,-0.6399999999999864,5.590000000000032,0.0020202020202019773,73.65,0,0,94,45
5258,26624-1-19,10.0,huddle_start_offense,24.27,22.7,318.1,0.03,245.91,0.16,26624,1,19,-0.019999999999999574,0.029999999999997584,0.03605551275463765,-1.0199999999999818,2.660000000000025,0.003605551275463765,72.19000000000003,0,0,94,45
5259,26624-1-19,10.1,huddle_start_offense,24.22,22.74,313.98,0.07,246.4,0.16,26624,1,19,-0.05000000000000071,0.03999999999999915,0.06403124237432851,-4.1200000000000045,-3.609999999999957,0.006339726967755299,67.58000000000001,0,0,94,45
5260,26624-1-19,10.2,huddle_start_offense,24.15,22.8,309.04,0.09,246.87,0.16,26624,1,19,-0.07000000000000028,0.060000000000002274,0.09219544457293057,-4.939999999999998,-10.099999999999966,0.009038769075777508,62.170000000000016,0,0,94,45
5261,26624-1-19,10.3,huddle_start_offense,24.11,22.84,304.55,0.05,247.25,0.16,26624,1,19,-0.03999999999999915,0.03999999999999915,0.056568542494922595,-4.490000000000009,-15.20999999999998,0.0054920915043614165,57.30000000000001,0,0,94,45
5262,26624-1-19,10.4,huddle_start_offense,24.12,22.85,300.99,0.01,247.51,0.15,26624,1,19,0.010000000000001563,0.010000000000001563,0.014142135623733162,-3.5600000000000023,-18.129999999999995,0.0013598207330512656,53.48000000000002,0,0,94,45
5263,26624-1-19,10.5,huddle_start_offense,24.13,22.86,299.72,0.01,247.68,0.14,26624,1,19,0.00999999999999801,0.00999999999999801,0.014142135623728137,-1.2699999999999818,-18.379999999999995,0.0013468700594026796,52.04000000000002,0,0,94,45
5264,26624-1-19,10.6,huddle_start_offense,24.13,22.86,303.85,0.01,247.72,0.12,26624,1,19,0.0,0.0,0.0,4.1299999999999955,-10.129999999999995,0.0,56.130000000000024,0,0,94,45
5265,26624-1-19,10.7,huddle_start_offense,24.14,22.86,308.17,0.01,247.5,0.1,26624,1,19,0.010000000000001563,0.0,0.010000000000001563,4.319999999999993,-0.8700000000000045,0.0009345794392524826,60.670000000000016,0,0,94,45
5266,26624-1-19,10.8,huddle_start_offense,24.14,22.86,309.42,0.01,246.92,0.08,26624,1,19,0.0,0.0,0.0,1.25,4.8700000000000045,0.0,62.50000000000003,0,0,94,45
5267,26624-1-19,10.9,huddle_start_offense,24.14,22.85,309.42,0.01,246.18,0.06,26624,1,19,0.0,-0.00999999999999801,0.00999999999999801,0.0,8.430000000000007,0.0009174311926603679,63.24000000000001,0,0,94,45
5268,26624-1-19,11.0,huddle_start_offense,24.13,22.83,311.83,0.02,245.19,0.02,26624,1,19,-0.010000000000001563,-0.020000000000003126,0.022360679775001394,2.409999999999968,12.109999999999957,0.002032789070454672,66.63999999999999,0,0,94,45
5269,26624-1-19,11.1,huddle_start_offense,24.11,22.82,125.62,0.02,244.05,0.04,26624,1,19,-0.019999999999999574,-0.00999999999999801,0.022360679774996627,-186.20999999999998,-178.23000000000002,0.0020144756554051017,-118.43,1,1,95,46
5270,26624-1-19,11.2,huddle_start_offense,24.09,22.8,125.91,0.02,242.95,0.08,26624,1,19,-0.019999999999999574,-0.019999999999999574,0.028284271247461298,0.28999999999999204,-182.26000000000002,0.002525381361380473,-117.03999999999999,0,0,95,46
5271,26624-1-19,11.3,huddle_start_offense,24.09,22.79,127.38,0.02,241.8,0.09,26624,1,19,0.0,-0.010000000000001563,0.010000000000001563,1.4699999999999989,-182.04000000000002,0.0008849557522125277,-114.42000000000002,0,0,95,46
5272,26624-1-19,11.4,huddle_start_offense,24.11,22.78,130.69,0.02,240.5,0.09,26624,1,19,0.019999999999999574,-0.00999999999999801,0.022360679774996627,3.3100000000000023,-178.73000000000002,0.0019614631381575987,-109.81,0,0,95,46
5273,26624-1-19,11.5,huddle_start_offense,24.13,22.78,129.98,0.03,238.98,0.1,26624,1,19,0.019999999999999574,0.0,0.019999999999999574,-0.710000000000008,-181.85,0.0017391304347825717,-109.0,0,0,95,46
5274,26624-1-19,11.6,huddle_start_offense,24.16,22.78,128.02,0.03,237.35,0.11,26624,1,19,0.030000000000001137,0.0,0.030000000000001137,-1.9599999999999795,2.4000000000000057,0.002586206896551822,-109.32999999999998,0,0,95,46
5275,26624-1-19,11.7,huddle_start_offense,24.18,22.77,123.52,0.02,235.63,0.11,26624,1,19,0.019999999999999574,-0.010000000000001563,0.022360679774998216,-4.500000000000014,-2.3900000000000006,0.0019111692115383091,-112.11,0,0,95,46
5276,26624-1-19,11.8,huddle_start_offense,24.19,22.76,119.83,0.01,233.59,0.11,26624,1,19,0.010000000000001563,-0.00999999999999801,0.014142135623730649,-3.6899999999999977,-7.549999999999997,0.0011984860698076821,-113.76,0,0,95,46
5277,26624-1-19,11.9,huddle_start_offense,24.2,22.76,114.54,0.01,231.03,0.12,26624,1,19,0.00999999999999801,0.0,0.00999999999999801,-5.289999999999992,-16.14999999999999,0.0008403361344536143,-116.49,0,0,95,46
5278,26624-1-19,12.0,huddle_start_offense,24.21,22.76,108.79,0.01,228.1,0.12,26624,1,19,0.010000000000001563,0.0,0.010000000000001563,-5.75,-21.189999999999984,0.0008333333333334636,-119.30999999999999,0,0,95,46
5279,26624-1-19,12.1,huddle_start_offense,24.22,22.76,103.21,0.01,224.91,0.13,26624,1,19,0.00999999999999801,0.0,0.00999999999999801,-5.5800000000000125,-24.810000000000016,0.0008264462809915712,-121.7,0,0,95,46
5280,26624-1-19,12.2,huddle_start_offense,24.24,22.75,98.52,0.02,221.99,0.13,26624,1,19,0.019999999999999574,-0.010000000000001563,0.022360679774998216,-4.689999999999998,-25.0,0.0018328426045080507,-123.47000000000001,0,0,95,46
5281,26624-1-19,12.3,huddle_start_offense,24.26,22.74,95.96,0.02,219.5,0.12,26624,1,19,0.020000000000003126,-0.010000000000001563,0.022360679775001394,-2.5600000000000023,-23.870000000000005,0.0018179414451220644,-123.54,0,0,95,46
5282,26624-1-19,12.4,huddle_start_offense,24.27,22.74,97.54,0.02,217.2,0.11,26624,1,19,0.00999999999999801,0.0,0.00999999999999801,1.5800000000000125,-17.0,0.0008064516129030653,-119.65999999999998,0,0,95,46
5283,26624-1-19,12.5,huddle_start_offense,24.29,22.74,98.24,0.02,215.14,0.09,26624,1,19,0.019999999999999574,0.0,0.019999999999999574,0.6999999999999886,-10.550000000000011,0.0015999999999999658,-116.89999999999999,0,0,95,46
5284,26624-1-19,12.6,huddle_start_offense,24.3,22.75,94.87,0.01,213.54,0.08,26624,1,19,0.010000000000001563,0.010000000000001563,0.014142135623733162,-3.3699999999999903,-8.33999999999999,0.0011223917161692987,-118.66999999999999,0,0,95,46
5285,26624-1-19,12.7,huddle_start_offense,24.31,22.75,90.88,0.01,212.52,0.07,26624,1,19,0.00999999999999801,0.0,0.00999999999999801,-3.990000000000009,-7.640000000000001,0.000787401574802993,-121.64000000000001,0,0,95,46
5286,26624-1-19,12.8,huddle_start_offense,24.32,22.75,88.8,0.0,211.93,0.07,26624,1,19,0.010000000000001563,0.0,0.010000000000001563,-2.0799999999999983,-7.159999999999997,0.0007812500000001221,-123.13000000000001,0,0,95,46
5287,26624-1-19,12.9,huddle_start_offense,24.32,22.75,87.97,0.0,211.71,0.06,26624,1,19,0.0,0.0,0.0,-0.8299999999999983,-9.570000000000007,0.0,-123.74000000000001,0,0,95,46
5288,26624-1-19,13.0,huddle_start_offense,24.32,22.75,86.1,0.01,212.12,0.05,26624,1,19,0.0,0.0,0.0,-1.8700000000000045,-12.14,0.0,-126.02000000000001,0,0,95,46
5289,26624-1-19,13.1,huddle_start_offense,24.33,22.75,81.96,0.0,213.42,0.04,26624,1,19,0.00999999999999801,0.0,0.00999999999999801,-4.140000000000001,-12.91000000000001,0.0007633587786258023,-131.45999999999998,0,0,95,46
5290,26624-1-19,13.2,huddle_start_offense,24.33,22.75,72.08,0.0,215.58,0.04,26624,1,19,0.0,0.0,0.0,-9.879999999999995,-18.799999999999997,0.0,-143.5,0,0,95,46
5291,26624-1-19,13.3,huddle_start_offense,24.33,22.75,61.69,0.0,218.42,0.03,26624,1,19,0.0,0.0,0.0,-10.39,-27.11,0.0,-156.73,0,0,95,46
5292,26624-1-19,13.4,huddle_start_offense,24.33,22.76,44.89,0.0,221.27,0.02,26624,1,19,0.0,0.010000000000001563,0.010000000000001563,-16.799999999999997,-43.08,0.0007462686567165346,-176.38,0,0,95,46
5293,26624-1-19,13.5,huddle_start_offense,24.32,22.76,26.39,0.0,223.94,0.01,26624,1,19,-0.00999999999999801,0.0,0.00999999999999801,-18.5,-59.709999999999994,0.0007407407407405934,-197.55,0,0,95,46
5294,26624-1-19,13.6,huddle_start_offense,24.32,22.76,9.15,0.0,226.5,0.01,26624,1,19,0.0,0.0,0.0,-17.240000000000002,-72.81,0.0,-217.35,0,0,95,46
5295,26624-1-19,13.7,huddle_start_offense,24.32,22.76,357.63,0.0,228.94,0.01,26624,1,19,0.0,0.0,0.0,348.48,285.55,0.0,128.69,1,1,96,47
5296,26624-1-19,13.8,huddle_start_offense,24.32,22.76,345.32,0.0,231.19,0.01,26624,1,19,0.0,0.0,0.0,-12.310000000000002,283.63,0.0,114.13,0,0,96,47
5297,26624-1-19,13.9,huddle_start_offense,24.32,22.76,329.67,0.0,233.25,0.02,26624,1,19,0.0,0.0,0.0,-15.649999999999977,284.78000000000003,0.0,96.42000000000002,0,0,96,47
5298,26624-1-19,14.0,huddle_start_offense,24.32,22.76,319.33,0.0,235.16,0.02,26624,1,19,0.0,0.0,0.0,-10.340000000000032,292.94,0.0,84.16999999999999,0,0,96,47
5299,26624-1-19,14.1,huddle_start_offense,24.32,22.77,314.87,0.0,236.9,0.02,26624,1,19,0.0,0.00999999999999801,0.00999999999999801,-4.4599999999999795,305.72,0.0007092198581558873,77.97,0,0,96,47
5300,26624-1-19,14.2,huddle_start_offense,24.32,22.77,312.54,0.0,238.47,0.02,26624,1,19,0.0,0.0,0.0,-2.329999999999984,-45.089999999999975,0.0,74.07000000000002,0,0,96,47
5301,26624-1-19,14.3,huddle_start_offense,24.32,22.77,308.66,0.0,239.9,0.02,26624,1,19,0.0,0.0,0.0,-3.8799999999999955,-36.65999999999997,0.0,68.76000000000002,0,0,96,47
5302,26624-1-19,14.4,huddle_start_offense,24.32,22.77,305.31,0.0,241.18,0.02,26624,1,19,0.0,0.0,0.0,-3.3500000000000227,-24.360000000000014,0.0,64.13,0,0,96,47
5303,26624-1-19,14.5,huddle_start_offense,24.32,22.77,302.17,0.0,242.3,0.02,26624,1,19,0.0,0.0,0.0,-3.1399999999999864,-17.159999999999968,0.0,59.870000000000005,0,0,96,47
5304,26624-1-19,14.6,huddle_start_offense,24.31,22.77,298.86,0.0,243.26,0.02,26624,1,19,-0.010000000000001563,0.0,0.010000000000001563,-3.3100000000000023,-16.00999999999999,0.0006849315068494222,55.60000000000002,0,0,96,47
5305,26624-1-19,14.7,huddle_start_offense,24.31,22.77,295.79,0.0,244.05,0.02,26624,1,19,0.0,0.0,0.0,-3.069999999999993,-16.75,0.0,51.74000000000001,0,0,96,47
5306,26624-1-19,14.8,huddle_start_offense,24.31,22.77,292.84,0.0,244.69,0.02,26624,1,19,0.0,0.0,0.0,-2.9500000000000455,-15.82000000000005,0.0,48.14999999999998,0,0,96,47
5307,26624-1-19,14.9,huddle_start_offense,24.31,22.77,290.82,0.0,245.17,0.03,26624,1,19,0.0,0.0,0.0,-2.019999999999982,-14.490000000000009,0.0,45.650000000000006,0,0,96,47
5308,26624-1-19,15.0,huddle_start_offense,24.31,22.77,289.86,0.0,245.5,0.03,26624,1,19,0.0,0.0,0.0,-0.9599999999999795,-12.310000000000002,0.0,44.360000000000014,0,0,96,47
5309,26624-1-19,15.1,huddle_start_offense,24.31,22.77,289.53,0.0,245.68,0.04,26624,1,19,0.0,0.0,0.0,-0.3300000000000409,-9.330000000000041,0.0,43.849999999999966,0,0,96,47
5310,26624-1-19,15.2,huddle_start_offense,24.3,22.77,291.96,0.0,245.77,0.09,26624,1,19,-0.00999999999999801,0.0,0.00999999999999801,2.430000000000007,-3.830000000000041,0.0006578947368419744,46.18999999999997,0,0,96,47
5311,26624-1-19,15.3,huddle_start_offense,24.3,22.77,293.55,0.0,245.79,0.22,26624,1,19,0.0,0.0,0.0,1.5900000000000318,0.7100000000000364,0.0,47.76000000000002,0,0,96,47
5312,26624-1-19,15.4,huddle_start_offense,24.3,22.77,293.99,0.0,245.77,0.39,26624,1,19,0.0,0.0,0.0,0.4399999999999977,3.170000000000016,0.0,48.22,0,0,96,47
5313,26624-1-19,15.5,huddle_start_offense,24.29,22.78,294.13,0.0,245.71,0.53,26624,1,19,-0.010000000000001563,0.010000000000001563,0.014142135623733162,0.13999999999998636,4.269999999999982,0.0009123958466924621,48.41999999999999,0,0,96,47
5314,26624-1-19,15.6,huddle_start_offense,24.29,22.78,294.27,0.01,245.55,0.61,26624,1,19,0.0,0.0,0.0,0.13999999999998636,4.740000000000009,0.0,48.71999999999997,0,0,96,47
5315,26624-1-19,15.7,huddle_start_offense,24.28,22.78,294.32,0.01,245.0,0.67,26624,1,19,-0.00999999999999801,0.0,0.00999999999999801,0.05000000000001137,2.3600000000000136,0.000636942675159109,49.31999999999999,0,0,96,47
5316,26624-1-19,15.8,huddle_start_offense,24.27,22.78,294.13,0.01,243.94,0.72,26624,1,19,-0.010000000000001563,0.0,0.010000000000001563,-0.18999999999999773,0.5799999999999841,0.0006329113924051622,50.19,0,0,96,47
5317,26624-1-19,15.9,huddle_start_offense,24.27,22.78,294.11,0.01,242.32,0.77,26624,1,19,0.0,0.0,0.0,-0.01999999999998181,0.12000000000000455,0.0,51.79000000000002,0,0,96,47
5318,26624-1-19,16.0,huddle_break_offense,24.25,22.79,294.33,0.02,240.18,0.83,26624,1,19,-0.019999999999999574,0.00999999999999801,0.022360679774996627,0.21999999999997044,0.19999999999998863,0.0013975424859372892,54.14999999999998,0,0,96,47
5319,26624-1-19,16.1,huddle_break_offense,24.17,22.83,293.78,0.08,237.53,0.89,26624,1,19,-0.0799999999999983,0.03999999999999915,0.08944271909998967,-0.5500000000000114,-0.4900000000000091,0.005555448391303706,56.24999999999997,0,0,96,47
5320,26624-1-19,16.2,huddle_break_offense,23.95,22.93,293.26,0.24,234.37,0.94,26624,1,19,-0.22000000000000242,0.10000000000000142,0.24166091947189422,-0.5199999999999818,-1.0600000000000023,0.01491734070814162,58.889999999999986,0,0,96,47
5321,26624-1-19,16.3,huddle_break_offense,23.67,23.06,292.57,0.31,230.75,0.99,26624,1,19,-0.2799999999999976,0.129999999999999,0.30870698080866005,-0.6899999999999977,-1.5600000000000023,0.018939078577218407,61.81999999999999,0,0,96,47
5322,26624-1-19,16.4,huddle_break_offense,23.45,23.16,291.87,0.25,226.71,1.04,26624,1,19,-0.22000000000000242,0.10000000000000142,0.24166091947189422,-0.6999999999999886,-2.240000000000009,0.014735421919017942,65.16,0,0,96,47
5323,26624-1-19,16.5,huddle_break_offense,23.31,23.23,291.8,0.15,222.34,1.09,26624,1,19,-0.14000000000000057,0.07000000000000028,0.15652475842498592,-0.06999999999999318,-2.5299999999999727,0.009486348995453692,69.46000000000001,0,0,96,47
5324,26624-1-19,16.6,huddle_break_offense,23.22,23.27,291.68,0.1,217.77,1.14,26624,1,19,-0.08999999999999986,0.03999999999999915,0.09848857801796057,-0.12000000000000455,-2.099999999999966,0.005933046868551841,73.91,0,0,96,47
5325,26624-1-19,16.7,huddle_break_offense,23.13,23.3,291.25,0.09,213.23,1.2,26624,1,19,-0.08999999999999986,0.030000000000001137,0.09486832980505161,-0.4300000000000068,-2.009999999999991,0.005680738311679737,78.02000000000001,0,0,96,47
5326,26624-1-19,16.8,huddle_break_offense,23.04,23.34,290.85,0.1,208.88,1.25,26624,1,19,-0.08999999999999986,0.03999999999999915,0.09848857801796057,-0.39999999999997726,-1.7199999999999704,0.005862415358211939,81.97000000000003,0,0,96,47
5327,26624-1-19,16.9,huddle_break_offense,22.95,23.39,290.7,0.11,205.13,1.3,26624,1,19,-0.08999999999999986,0.05000000000000071,0.10295630140987024,-0.1500000000000341,-1.170000000000016,0.0060920888408207245,85.57,0,0,96,47
5328,26624-1-19,17.0,huddle_break_offense,22.84,23.42,290.4,0.11,201.98,1.32,26624,1,19,-0.10999999999999943,0.030000000000001137,0.11401754250991354,-0.30000000000001137,-1.400000000000034,0.006706914265289032,88.41999999999999,0,0,96,47
5329,26624-1-19,17.1,huddle_break_offense,22.75,23.44,289.54,0.09,199.24,1.24,26624,1,19,-0.08999999999999986,0.019999999999999574,0.09219544457292865,-0.8599999999999568,-2.1399999999999864,0.005391546466253137,90.30000000000001,0,0,96,47
5330,26624-1-19,17.2,huddle_break_offense,22.66,23.46,288.31,0.1,196.92,1.12,26624,1,19,-0.08999999999999986,0.019999999999999574,0.09219544457292865,-1.2300000000000182,-2.9399999999999977,0.005360200265867945,91.39000000000001,0,0,96,47
5331,26624-1-19,17.3,huddle_break_offense,22.56,23.47,288.08,0.1,194.98,1.03,26624,1,19,-0.10000000000000142,0.00999999999999801,0.10049875621121011,-0.2300000000000182,-2.7700000000000387,0.005809176659607521,93.1,0,0,96,47
5332,26624-1-19,17.4,huddle_break_offense,22.47,23.5,288.02,0.1,193.45,1.0,26624,1,19,-0.08999999999999986,0.030000000000001137,0.09486832980505161,-0.060000000000002274,-2.680000000000007,0.005452202862359289,94.57,0,0,96,47
5333,26624-1-19,17.5,huddle_break_offense,22.38,23.54,287.57,0.1,192.36,1.0,26624,1,19,-0.08999999999999986,0.03999999999999915,0.09848857801796057,-0.44999999999998863,-2.829999999999984,0.005627918743883461,95.20999999999998,0,0,96,47
5334,26624-1-19,17.6,huddle_break_offense,22.27,23.56,286.65,0.11,191.71,0.99,26624,1,19,-0.10999999999999943,0.019999999999999574,0.11180339887498886,-0.9200000000000159,-2.890000000000043,0.006352465845169821,94.93999999999997,0,0,96,47
5335,26624-1-19,17.7,huddle_break_offense,22.16,23.59,285.59,0.11,191.33,0.98,26624,1,19,-0.10999999999999943,0.030000000000001137,0.11401754250991354,-1.0600000000000023,-2.7200000000000273,0.006441669068356698,94.25999999999996,0,0,96,47
5336,26624-1-19,17.8,huddle_break_offense,22.05,23.62,284.54,0.11,190.92,0.96,26624,1,19,-0.10999999999999943,0.030000000000001137,0.11401754250991354,-1.0499999999999545,-3.5399999999999636,0.006405479916287277,93.62000000000003,0,0,96,47
5337,26624-1-19,17.9,huddle_break_offense,21.95,23.65,284.3,0.1,190.41,0.94,26624,1,19,-0.10000000000000142,0.029999999999997584,0.10440306508910617,-0.2400000000000091,-3.7199999999999704,0.00583257346866515,93.89000000000001,0,0,96,47
5338,26624-1-19,18.0,huddle_break_offense,21.86,23.67,284.42,0.1,189.84,0.92,26624,1,19,-0.08999999999999986,0.020000000000003126,0.09219544457292943,0.12000000000000455,-3.1499999999999773,0.005121969142940524,94.58000000000001,0,0,96,47
5339,26624-1-19,18.1,huddle_break_offense,21.77,23.69,284.52,0.09,189.14,0.91,26624,1,19,-0.08999999999999986,0.019999999999999574,0.09219544457292865,0.0999999999999659,-2.1299999999999955,0.005093670970880036,95.38,0,0,96,47
5340,26624-1-19,18.2,huddle_break_offense,21.68,23.74,285.08,0.1,188.42,0.88,26624,1,19,-0.08999999999999986,0.04999999999999716,0.1029563014098685,0.5600000000000023,-0.5099999999999909,0.005656939637904863,96.66,0,0,96,47
5341,26624-1-19,18.3,huddle_break_offense,21.59,23.79,284.97,0.1,187.86,0.86,26624,1,19,-0.08999999999999986,0.05000000000000071,0.10295630140987024,-0.1099999999999568,0.4300000000000068,0.005626027399446461,97.11000000000001,0,0,96,47
5342,26624-1-19,18.4,huddle_break_offense,21.5,23.81,284.88,0.09,187.43,0.83,26624,1,19,-0.08999999999999986,0.019999999999999574,0.09219544457292865,-0.09000000000003183,0.5799999999999841,0.005010621987659166,97.44999999999999,0,0,96,47
5343,26624-1-19,18.5,huddle_break_offense,21.42,23.81,285.01,0.08,187.04,0.79,26624,1,19,-0.0799999999999983,0.0,0.0799999999999983,0.12999999999999545,0.589999999999975,0.0043243243243242325,97.97,0,0,96,47
5344,26624-1-19,18.6,huddle_break_offense,21.34,23.81,285.35,0.08,186.58,0.75,26624,1,19,-0.08000000000000185,0.0,0.08000000000000185,0.34000000000003183,0.8300000000000409,0.004301075268817303,98.77000000000001,0,0,96,47
5345,26624-1-19,18.7,huddle_break_offense,21.28,23.82,285.46,0.07,185.78,0.7,26624,1,19,-0.05999999999999872,0.010000000000001563,0.06082762530298119,0.1099999999999568,0.37999999999999545,0.0032528141873251976,99.67999999999998,0,0,96,47
5346,26624-1-19,18.8,huddle_break_offense,21.21,23.83,285.89,0.07,184.68,0.66,26624,1,19,-0.07000000000000028,0.00999999999999801,0.07071067811865475,0.4300000000000068,0.9199999999999591,0.0037612062829071673,101.20999999999998,0,0,96,47
5347,26624-1-19,18.9,huddle_break_offense,21.14,23.85,286.38,0.07,183.48,0.62,26624,1,19,-0.07000000000000028,0.020000000000003126,0.07280109889280631,0.4900000000000091,1.5,0.0038519099943283763,102.9,0,0,96,47
5348,26624-1-19,19.0,huddle_break_offense,21.08,23.86,286.79,0.07,182.53,0.58,26624,1,19,-0.060000000000002274,0.00999999999999801,0.06082762530298411,0.410000000000025,1.7800000000000296,0.0032014539633149534,104.26000000000002,0,0,96,47
5349,26624-1-19,19.1,huddle_break_offense,21.02,23.89,285.21,0.06,181.62,0.53,26624,1,19,-0.05999999999999872,0.030000000000001137,0.06708203932499306,-1.580000000000041,-0.1400000000000432,0.0035121486557587985,103.58999999999997,0,0,96,47
5350,26624-1-19,19.2,huddle_break_offense,20.97,23.9,283.43,0.05,180.62,0.48,26624,1,19,-0.05000000000000071,0.00999999999999801,0.05099019513592816,-1.7799999999999727,-2.0299999999999727,0.0026557393299962585,102.81,0,0,96,47
5351,26624-1-19,19.3,huddle_break_offense,20.93,23.92,283.05,0.05,179.54,0.43,26624,1,19,-0.03999999999999915,0.020000000000003126,0.04472135954999643,-0.37999999999999545,-2.839999999999975,0.0023171688886008514,103.51000000000002,0,0,96,47
5352,26624-1-19,19.4,huddle_break_offense,20.89,23.93,283.8,0.04,178.36,0.39,26624,1,19,-0.03999999999999915,0.00999999999999801,0.04123105625617529,0.75,-2.579999999999984,0.0021253121781533656,105.44,0,0,96,47
5353,26624-1-19,19.5,huddle_break_offense,20.86,23.94,284.57,0.04,177.11,0.35,26624,1,19,-0.030000000000001137,0.010000000000001563,0.031622776601685366,0.7699999999999818,-2.2200000000000273,0.0016216808513684804,107.45999999999998,0,0,96,47
5354,26624-1-19,19.6,huddle_break_offense,20.83,23.96,284.75,0.03,175.86,0.31,26624,1,19,-0.030000000000001137,0.019999999999999574,0.036055512754640605,0.18000000000000682,-0.45999999999997954,0.0018395669772775817,108.88999999999999,0,0,96,47
5355,26624-1-19,19.7,huddle_break_offense,20.8,23.98,284.75,0.03,174.75,0.27,26624,1,19,-0.029999999999997584,0.019999999999999574,0.03605551275463765,0.0,1.3199999999999932,0.0018302290738394745,110.0,0,0,96,47
5356,26624-1-19,19.8,huddle_break_offense,20.78,23.99,283.85,0.03,173.88,0.23,26624,1,19,-0.019999999999999574,0.00999999999999801,0.022360679774996627,-0.8999999999999773,0.8000000000000114,0.0011293272613634659,109.97000000000003,0,0,96,47
5357,26624-1-19,19.9,huddle_break_offense,20.76,23.99,284.01,0.02,173.4,0.19,26624,1,19,-0.019999999999999574,0.0,0.019999999999999574,0.15999999999996817,0.20999999999997954,0.0010050251256281193,110.60999999999999,0,0,96,47
5358,26624-1-19,20.0,huddle_break_offense,20.75,23.99,282.17,0.01,173.25,0.16,26624,1,19,-0.010000000000001563,0.0,0.010000000000001563,-1.839999999999975,-2.3999999999999773,0.0005000000000000782,108.92000000000002,0,0,96,47
5359,26624-1-19,20.1,huddle_break_offense,20.75,23.98,279.54,0.0,173.24,0.13,26624,1,19,0.0,-0.00999999999999801,0.00999999999999801,-2.6299999999999955,-5.2099999999999795,0.0004975124378108463,106.30000000000001,0,0,96,47
5360,26624-1-19,20.2,huddle_break_offense,20.75,23.99,276.15,0.0,173.24,0.1,26624,1,19,0.0,0.00999999999999801,0.00999999999999801,-3.390000000000043,-8.600000000000023,0.0004950495049503966,102.90999999999997,0,0,96,47
5361,26624-1-19,20.3,huddle_break_offense,20.74,23.98,273.41,0.01,173.31,0.08,26624,1,19,-0.010000000000001563,-0.00999999999999801,0.014142135623730649,-2.7399999999999523,-10.439999999999998,0.0006966569272773719,100.10000000000002,0,0,96,47
5362,26624-1-19,20.4,huddle_break_offense,20.74,23.97,266.65,0.01,173.48,0.06,26624,1,19,0.0,-0.010000000000001563,0.010000000000001563,-6.760000000000048,-17.360000000000014,0.0004901960784314492,93.16999999999999,0,0,96,47
5363,26624-1-19,20.5,huddle_break_offense,20.74,23.96,253.69,0.01,173.68,0.04,26624,1,19,0.0,-0.00999999999999801,0.00999999999999801,-12.95999999999998,-28.480000000000018,0.00048780487804868345,80.00999999999999,0,0,96,47
5364,26624-1-19,20.6,huddle_break_offense,20.74,23.96,227.86,0.01,173.97,0.04,26624,1,19,0.0,0.0,0.0,-25.829999999999984,-51.68000000000001,0.0,53.890000000000015,0,0,96,47
5365,26624-1-19,20.7,huddle_break_offense,20.74,23.95,201.66,0.0,174.31,0.03,26624,1,19,0.0,-0.010000000000001563,0.010000000000001563,-26.200000000000017,-74.48999999999998,0.0004830917874396891,27.349999999999994,0,0,96,47
5366,26624-1-19,20.8,huddle_break_offense,20.74,23.95,180.71,0.0,174.66,0.03,26624,1,19,0.0,0.0,0.0,-20.94999999999999,-92.70000000000002,0.0,6.050000000000011,0,0,96,47
5367,26624-1-19,20.9,huddle_break_offense,20.75,23.95,171.05,0.0,174.95,0.03,26624,1,19,0.010000000000001563,0.0,0.010000000000001563,-9.659999999999997,-95.59999999999997,0.0004784688995216059,-3.8999999999999773,0,0,96,47
5368,26624-1-19,21.0,huddle_break_offense,20.75,23.94,166.15,0.0,175.17,0.03,26624,1,19,0.0,-0.00999999999999801,0.00999999999999801,-4.900000000000006,-87.53999999999999,0.00047619047619038143,-9.019999999999982,0,0,96,47
5369,26624-1-19,21.1,huddle_break_offense,20.75,23.94,160.36,0.0,175.34,0.03,26624,1,19,0.0,0.0,0.0,-5.789999999999992,-67.5,0.0,-14.97999999999999,0,0,96,47
5370,26624-1-19,21.2,huddle_break_offense,20.75,23.94,152.59,0.0,175.45,0.03,26624,1,19,0.0,0.0,0.0,-7.77000000000001,-49.06999999999999,0.0,-22.859999999999985,0,0,96,47
5371,26624-1-19,21.3,line_set,20.75,23.94,143.51,0.0,175.5,0.03,26624,1,19,0.0,0.0,0.0,-9.080000000000013,-37.20000000000002,0.0,-31.99000000000001,0,0,96,47
5372,26624-1-19,21.4,line_set,20.75,23.94,135.57,0.0,175.5,0.02,26624,1,19,0.0,0.0,0.0,-7.939999999999998,-35.48000000000002,0.0,-39.93000000000001,0,0,96,47
